"","Cow Number","Mutli lact","Tx","CM","CMCode","Daysatrisk","Age","Parity","DIM at enrolment","Enrolment date","Exit date","BirthDate","CalveDate","Clinical case date","Pathogen","CMDIM","calveposten","dayin","dayout"
"369","1392",NA,1,0,0,89,37.2039473684211,1,123,2016-01-16,2016-04-14,2012-12-11,2015-09-15,NA,NA,NA,NA,1,90
"370","1393",NA,0,0,0,89,37.2039473684211,1,191,2016-01-16,2016-04-14,2012-12-11,2015-07-09,NA,NA,NA,NA,1,90
"371","1394",NA,1,0,0,89,36.9078947368421,1,144,2016-01-16,2016-04-14,2012-12-20,2015-08-25,NA,NA,NA,NA,1,90
"372","1395",NA,0,0,0,76,36.8421052631579,1,218,2016-01-16,2016-04-01,2012-12-22,2015-06-12,NA,NA,NA,NA,1,77
"373","1396",NA,1,0,0,89,36.7763157894737,1,189,2016-01-16,2016-04-14,2012-12-24,2015-07-11,NA,NA,NA,NA,1,90
"374","1397",NA,0,0,0,36,38.4539473684211,1,2,2016-03-07,2016-04-14,2012-12-26,2016-03-07,NA,NA,NA,2016-03-07,52,90
"375","1398",NA,1,0,0,89,36.6776315789474,1,182,2016-01-16,2016-04-14,2012-12-27,2015-07-18,NA,NA,NA,NA,1,90
"376","1399",NA,0,0,0,89,36.4473684210526,1,217,2016-01-16,2016-04-14,2013-01-03,2015-06-13,NA,NA,NA,NA,1,90
"377","1400",NA,1,0,0,89,36.4473684210526,1,65,2016-01-16,2016-04-14,2013-01-03,2015-11-12,NA,NA,NA,NA,1,90
"378","1402",NA,1,0,0,89,36.3486842105263,1,156,2016-01-16,2016-04-14,2013-01-06,2015-08-13,NA,NA,NA,NA,1,90
"379","1403",NA,0,0,0,89,36.3157894736842,1,172,2016-01-16,2016-04-14,2013-01-07,2015-07-28,NA,NA,NA,NA,1,90
"380","1404",NA,1,0,0,76,35.9868421052632,1,223,2016-01-16,2016-04-01,2013-01-17,2015-06-07,NA,NA,NA,NA,1,77
"381","1405",NA,0,0,0,89,35.9539473684211,1,146,2016-01-16,2016-04-14,2013-01-18,2015-08-23,NA,NA,NA,NA,1,90
"382","1407",NA,0,0,0,89,35.6578947368421,1,171,2016-01-16,2016-04-14,2013-01-27,2015-07-29,NA,NA,NA,NA,1,90
"383","1408",NA,1,0,0,89,35.6578947368421,1,210,2016-01-16,2016-04-14,2013-01-27,2015-06-20,NA,NA,NA,NA,1,90
"384","1409",NA,0,0,0,89,35.6578947368421,1,171,2016-01-16,2016-04-14,2013-01-27,2015-07-29,NA,NA,NA,NA,1,90
"385","1410",NA,1,0,0,76,35.6578947368421,1,120,2016-01-16,2016-04-01,2013-01-27,2015-09-18,NA,NA,NA,NA,1,77
"386","1415",NA,0,0,0,89,35.4605263157895,1,150,2016-01-16,2016-04-14,2013-02-02,2015-08-19,NA,NA,NA,NA,1,90
"387","1416",NA,1,0,0,89,11.3486842105263,1,115,2016-01-16,2016-04-14,2015-02-05,2015-09-23,NA,NA,NA,NA,1,90
"388","1417",NA,0,0,0,89,35.3289473684211,1,216,2016-01-16,2016-04-14,2013-02-06,2015-06-14,NA,NA,NA,NA,1,90
"389","1418",NA,1,0,0,89,35.296052631579,1,217,2016-01-16,2016-04-14,2013-02-07,2015-06-13,NA,NA,NA,NA,1,90
"390","1421",NA,0,0,0,89,35.0657894736842,1,174,2016-01-16,2016-04-14,2013-02-14,2015-07-26,NA,NA,NA,NA,1,90
"391","1424",NA,1,0,0,89,34.7039473684211,1,221,2016-01-16,2016-04-14,2013-02-25,2015-06-09,NA,NA,NA,NA,1,90
"392","1426",NA,1,0,0,89,34.5723684210526,1,153,2016-01-16,2016-04-14,2013-03-01,2015-08-16,NA,NA,NA,NA,1,90
"393","1428",NA,1,0,0,89,34.5723684210526,1,146,2016-01-16,2016-04-14,2013-03-01,2015-08-23,NA,NA,NA,NA,1,90
"394","1429",NA,0,0,0,89,34.5394736842105,1,142,2016-01-16,2016-04-14,2013-03-02,2015-08-27,NA,NA,NA,NA,1,90
"395","1431",NA,0,0,0,89,34.5065789473684,1,169,2016-01-16,2016-04-14,2013-03-03,2015-07-31,NA,NA,NA,NA,1,90
"396","1432",NA,1,0,0,89,34.3421052631579,1,134,2016-01-16,2016-04-14,2013-03-08,2015-09-04,NA,NA,NA,NA,1,90
"397","1433",NA,0,0,0,89,34.3092105263158,1,61,2016-01-16,2016-04-14,2013-03-09,2015-11-16,NA,NA,NA,NA,1,90
"398","1434",NA,1,0,0,89,34.3092105263158,1,216,2016-01-16,2016-04-14,2013-03-09,2015-06-14,NA,NA,NA,NA,1,90
"399","1435",NA,0,0,0,89,34.2763157894737,1,218,2016-01-16,2016-04-14,2013-03-10,2015-06-12,NA,NA,NA,NA,1,90
"400","1436",NA,1,0,0,89,35.1315789473684,1,200,2016-01-16,2016-04-14,2013-02-12,2015-06-30,NA,NA,NA,NA,1,90
"401","1437",NA,0,0,0,89,34.2105263157895,1,167,2016-01-16,2016-04-14,2013-03-12,2015-08-02,NA,NA,NA,NA,1,90
"402","1439",NA,0,0,0,89,34.1118421052632,1,214,2016-01-16,2016-04-14,2013-03-15,2015-06-16,NA,NA,NA,NA,1,90
"403","1440",NA,1,0,0,89,33.9802631578947,1,147,2016-01-16,2016-04-14,2013-03-19,2015-08-22,NA,NA,NA,NA,1,90
"404","1441",NA,0,0,0,89,33.9802631578947,1,80,2016-01-16,2016-04-14,2013-03-19,2015-10-28,NA,NA,NA,NA,1,90
"405","1442",NA,1,0,0,89,33.8157894736842,1,90,2016-01-16,2016-04-14,2013-03-24,2015-10-18,NA,NA,NA,NA,1,90
"406","1447",NA,0,0,0,89,33.6842105263158,1,146,2016-01-16,2016-04-14,2013-03-28,2015-08-23,NA,NA,NA,NA,1,90
"407","1448",NA,1,0,0,89,33.6184210526316,1,174,2016-01-16,2016-04-14,2013-03-30,2015-07-26,NA,NA,NA,NA,1,90
"408","1449",NA,0,0,0,89,33.4868421052632,1,145,2016-01-16,2016-04-14,2013-04-03,2015-08-24,NA,NA,NA,NA,1,90
"409","1450",NA,1,0,0,16,35.8223684210526,1,2,2016-03-27,2016-04-14,2013-04-05,2016-03-27,NA,NA,NA,2016-03-27,72,90
"410","1451",NA,0,0,0,89,33.3552631578947,1,167,2016-01-16,2016-04-14,2013-04-07,2015-08-02,NA,NA,NA,NA,1,90
"411","1453",NA,0,0,0,89,33.2236842105263,1,181,2016-01-16,2016-04-14,2013-04-11,2015-07-19,NA,NA,NA,NA,1,90
"412","1454",NA,1,0,0,89,33.1907894736842,1,158,2016-01-16,2016-04-14,2013-04-12,2015-08-11,NA,NA,NA,NA,1,90
"413","1455",NA,0,0,0,89,33.1907894736842,1,220,2016-01-16,2016-04-14,2013-04-12,2015-06-10,NA,NA,NA,NA,1,90
"414","1457",NA,0,0,0,89,33.0921052631579,1,153,2016-01-16,2016-04-14,2013-04-15,2015-08-16,NA,NA,NA,NA,1,90
"415","1458",NA,1,0,0,83,33.0592105263158,1,152,2016-01-16,2016-04-08,2013-04-16,2015-08-17,NA,NA,NA,NA,1,84
"416","1459",NA,0,0,0,89,33.0592105263158,1,47,2016-01-16,2016-04-14,2013-04-16,2015-11-30,NA,NA,NA,NA,1,90
"417","1461",NA,0,0,0,65,32.9934210526316,1,220,2016-01-16,2016-03-21,2013-04-18,2015-06-10,NA,NA,NA,NA,1,66
"418","1464",NA,1,0,0,66,32.8947368421053,1,79,2016-01-16,2016-03-22,2013-04-21,2015-10-29,NA,NA,NA,NA,1,67
"419","1465",NA,0,0,0,89,32.8947368421053,1,194,2016-01-16,2016-04-14,2013-04-21,2015-07-06,NA,NA,NA,NA,1,90
"420","1466",NA,1,0,0,89,32.8618421052632,2,67,2016-01-16,2016-04-14,2013-04-22,2015-11-10,NA,NA,NA,NA,1,90
"421","1467",NA,0,0,0,89,32.796052631579,1,61,2016-01-16,2016-04-14,2013-04-24,2015-11-16,NA,NA,NA,NA,1,90
"422","1469",NA,0,0,0,89,32.5986842105263,1,65,2016-01-16,2016-04-14,2013-04-30,2015-11-12,NA,NA,NA,NA,1,90
"423","1470",NA,1,0,0,89,32.5657894736842,1,108,2016-01-16,2016-04-14,2013-05-01,2015-09-30,NA,NA,NA,NA,1,90
"424","1471",NA,0,0,0,89,32.4671052631579,1,76,2016-01-16,2016-04-14,2013-05-04,2015-11-01,NA,NA,NA,NA,1,90
"425","1476",NA,1,0,0,89,32.2368421052632,1,209,2016-01-16,2016-04-14,2013-05-11,2015-06-21,NA,NA,NA,NA,1,90
"426","1479",NA,0,0,0,63,32.8947368421053,1,2,2016-02-09,2016-04-14,2013-05-17,2016-02-09,NA,NA,NA,2016-02-09,25,90
"427","1480",NA,1,0,0,89,32.0394736842105,1,65,2016-01-16,2016-04-14,2013-05-17,2015-11-12,NA,NA,NA,NA,1,90
"428","1481",NA,0,0,0,89,31.9736842105263,1,163,2016-01-16,2016-04-14,2013-05-19,2015-08-06,NA,NA,NA,NA,1,90
"429","1482",NA,1,0,0,89,31.8092105263158,1,148,2016-01-16,2016-04-14,2013-05-24,2015-08-21,NA,NA,NA,NA,1,90
"430","1483",NA,0,0,0,89,31.6776315789474,1,142,2016-01-16,2016-04-14,2013-05-28,2015-08-27,NA,NA,NA,NA,1,90
"431","1484",NA,1,0,0,89,31.25,1,168,2016-01-16,2016-04-14,2013-06-10,2015-08-01,NA,NA,NA,NA,1,90
"432","1485",NA,0,0,0,89,31.25,1,169,2016-01-16,2016-04-14,2013-06-10,2015-07-31,NA,NA,NA,NA,1,90
"433","1488",NA,1,0,0,89,31.1184210526316,1,64,2016-01-16,2016-04-14,2013-06-14,2015-11-13,NA,NA,NA,NA,1,90
"434","1490",NA,1,0,0,89,31.0526315789474,1,56,2016-01-16,2016-04-14,2013-06-16,2015-11-21,NA,NA,NA,NA,1,90
"435","1491",NA,0,0,0,83,31.0197368421053,1,6,2016-01-16,2016-04-08,2013-06-17,2016-01-10,NA,NA,NA,NA,1,84
"436","1492",NA,1,0,0,89,30.9868421052632,1,174,2016-01-16,2016-04-14,2013-06-18,2015-07-26,NA,NA,NA,NA,1,90
"437","1495",NA,0,0,0,89,30.7894736842105,1,150,2016-01-16,2016-04-14,2013-06-24,2015-08-19,NA,NA,NA,NA,1,90
"438","1497",NA,0,0,0,89,30.7236842105263,1,11,2016-01-16,2016-04-14,2013-06-26,2016-01-05,NA,NA,NA,NA,1,90
"439","1498",NA,1,0,0,89,30.6907894736842,1,139,2016-01-16,2016-04-14,2013-06-27,2015-08-30,NA,NA,NA,NA,1,90
"440","1499",NA,0,0,0,89,30.6907894736842,1,162,2016-01-16,2016-04-14,2013-06-27,2015-08-07,NA,NA,NA,NA,1,90
"441","1500",NA,1,0,0,89,30.6578947368421,1,82,2016-01-16,2016-04-14,2013-06-28,2015-10-26,NA,NA,NA,NA,1,90
"442","1501",NA,0,0,0,89,30.5921052631579,1,171,2016-01-16,2016-04-14,2013-06-30,2015-07-29,NA,NA,NA,NA,1,90
"443","1503",NA,0,0,0,89,30.5592105263158,1,56,2016-01-16,2016-04-14,2013-07-01,2015-11-21,NA,NA,NA,NA,1,90
"444","1504",NA,1,0,0,89,30.5263157894737,1,149,2016-01-16,2016-04-14,2013-07-02,2015-08-20,NA,NA,NA,NA,1,90
"445","1505",NA,0,0,0,89,30.4605263157895,1,86,2016-01-16,2016-04-14,2013-07-04,2015-10-22,NA,NA,NA,NA,1,90
"446","1507",NA,0,0,0,89,30.4605263157895,1,148,2016-01-16,2016-04-14,2013-07-04,2015-08-21,NA,NA,NA,NA,1,90
"447","1510",NA,1,0,0,76,30.6578947368421,1,2,2016-01-27,2016-04-14,2013-07-11,2016-01-27,NA,NA,NA,2016-01-27,12,90
"448","1512",NA,1,0,0,89,30.1315789473684,1,148,2016-01-16,2016-04-14,2013-07-14,2015-08-21,NA,NA,NA,NA,1,90
"449","1513",NA,0,0,0,77,30.4934210526316,1,2,2016-01-26,2016-04-14,2013-07-15,2016-01-26,NA,NA,NA,2016-01-26,11,90
"450","1514",NA,1,0,0,89,30.0986842105263,1,164,2016-01-16,2016-04-14,2013-07-15,2015-08-05,NA,NA,NA,NA,1,90
"451","1515",NA,0,0,0,89,30.0657894736842,1,156,2016-01-16,2016-04-14,2013-07-16,2015-08-13,NA,NA,NA,NA,1,90
"452","1516",NA,1,0,0,89,30.0328947368421,1,46,2016-01-16,2016-04-14,2013-07-17,2015-12-01,NA,NA,NA,NA,1,90
"453","1519",NA,0,0,0,89,29.8684210526316,1,16,2016-01-16,2016-04-14,2013-07-22,2015-12-31,NA,NA,NA,NA,1,90
"454","1521",NA,0,0,0,71,30.2960526315789,1,2,2016-02-01,2016-04-14,2013-07-27,2016-02-01,NA,NA,NA,2016-02-01,17,90
"455","1522",NA,1,0,0,89,29.5394736842105,1,56,2016-01-16,2016-04-14,2013-08-01,2015-11-21,NA,NA,NA,NA,1,90
"456","1523",NA,0,0,0,89,29.5065789473684,1,76,2016-01-16,2016-04-14,2013-08-02,2015-11-01,NA,NA,NA,NA,1,90
"457","1525",NA,0,0,0,89,29.2763157894737,1,38,2016-01-16,2016-04-14,2013-08-09,2015-12-09,NA,NA,NA,NA,1,90
"458","1526",NA,1,0,0,89,29.2105263157895,1,80,2016-01-16,2016-04-14,2013-08-11,2015-10-28,NA,NA,NA,NA,1,90
"459","1527",NA,0,0,0,89,29.0789473684211,1,70,2016-01-16,2016-04-14,2013-08-15,2015-11-07,NA,NA,NA,NA,1,90
"460","1528",NA,1,0,0,89,29.0460526315789,1,89,2016-01-16,2016-04-14,2013-08-16,2015-10-19,NA,NA,NA,NA,1,90
"461","1530",NA,1,0,0,87,29.0789473684211,1,2,2016-01-16,2016-04-14,2013-08-17,2016-01-16,NA,NA,NA,NA,1,90
"462","1531",NA,0,0,0,89,29.0131578947368,1,34,2016-01-16,2016-04-14,2013-08-17,2015-12-13,NA,NA,NA,NA,1,90
"463","1532",NA,1,0,0,89,28.9473684210526,1,82,2016-01-16,2016-04-14,2013-08-19,2015-10-26,NA,NA,NA,NA,1,90
"464","1534",NA,1,0,0,55,28.9144736842105,1,85,2016-01-16,2016-03-11,2013-08-20,2015-10-23,NA,NA,NA,NA,1,56
"465","1535",NA,0,0,0,89,28.9144736842105,1,78,2016-01-16,2016-04-14,2013-08-20,2015-10-30,NA,NA,NA,NA,1,90
"466","1536",NA,1,0,0,89,28.9144736842105,1,75,2016-01-16,2016-04-14,2013-08-20,2015-11-02,NA,NA,NA,NA,1,90
"467","1537",NA,0,0,0,89,28.8486842105263,1,77,2016-01-16,2016-04-14,2013-08-22,2015-10-31,NA,NA,NA,NA,1,90
"468","1538",NA,1,0,0,89,28.8157894736842,1,38,2016-01-16,2016-04-14,2013-08-23,2015-12-09,NA,NA,NA,NA,1,90
"469","1539",NA,0,0,0,89,28.8157894736842,1,60,2016-01-16,2016-04-14,2013-08-23,2015-11-17,NA,NA,NA,NA,1,90
"470","1542",NA,1,0,0,89,28.7828947368421,1,15,2016-01-16,2016-04-14,2013-08-24,2016-01-01,NA,NA,NA,NA,1,90
"471","1543",NA,0,0,0,89,28.6184210526316,1,50,2016-01-16,2016-04-14,2013-08-29,2015-11-27,NA,NA,NA,NA,1,90
"472","1545",NA,0,0,0,89,28.4868421052632,1,16,2016-01-16,2016-04-14,2013-09-02,2015-12-31,NA,NA,NA,NA,1,90
"473","1547",NA,0,0,0,89,28.2894736842105,1,83,2016-01-16,2016-04-14,2013-09-08,2015-10-25,NA,NA,NA,NA,1,90
"474","1548",NA,1,0,0,89,28.125,1,42,2016-01-16,2016-04-14,2013-09-13,2015-12-05,NA,NA,NA,NA,1,90
"475","1550",NA,1,0,0,89,27.9276315789474,1,13,2016-01-16,2016-04-14,2013-09-19,2016-01-03,NA,NA,NA,NA,1,90
"476","1554",NA,1,0,0,42,29.2434210526316,1,2,2016-03-01,2016-04-14,2013-09-26,2016-03-01,NA,NA,NA,2016-03-01,46,90
"477","1556",NA,1,0,0,33,29.2763157894737,1,2,2016-03-10,2016-04-14,2013-10-04,2016-03-10,NA,NA,NA,2016-03-10,55,90
"478","1558",NA,1,0,0,26,29.375,1,2,2016-03-17,2016-04-14,2013-10-08,2016-03-17,NA,NA,NA,2016-03-17,62,90
"479","1560",NA,1,0,0,14,29.6052631578947,1,2,2016-03-29,2016-04-14,2013-10-13,2016-03-29,NA,NA,NA,2016-03-29,74,90
"480","1565",NA,0,0,0,19,29.1118421052632,1,2,2016-03-24,2016-04-14,2013-10-23,2016-03-24,NA,NA,NA,2016-03-24,69,90
"481","1568",NA,1,0,0,40,28.2894736842105,1,2,2016-03-03,2016-04-14,2013-10-27,2016-03-03,NA,NA,NA,2016-03-03,48,90
"482","1573",NA,0,0,0,8,28.9802631578947,1,2,2016-04-04,2016-04-14,2013-11-07,2016-04-04,NA,NA,NA,2016-04-04,80,90
"483","1576",NA,1,0,0,12,28.7171052631579,1,2,2016-03-31,2016-04-14,2013-11-11,2016-03-31,NA,NA,NA,2016-03-31,76,90
"484","1577",NA,0,0,0,51,27.4342105263158,1,2,2016-02-21,2016-04-14,2013-11-11,2016-02-21,NA,NA,NA,2016-02-21,37,90
"485","1578",NA,1,0,0,52,27.3355263157895,1,2,2016-02-20,2016-04-14,2013-11-13,2016-02-20,NA,NA,NA,2016-02-20,36,90
"486","1580",NA,1,0,0,12,28.4539473684211,1,2,2016-03-31,2016-04-14,2013-11-19,2016-03-31,NA,NA,NA,2016-03-31,76,90
"487","1581",NA,0,0,0,38,27.4013157894737,1,2,2016-03-05,2016-04-14,2013-11-25,2016-03-05,NA,NA,NA,2016-03-05,50,90
"488","1582",NA,1,0,0,38,27.4013157894737,1,2,2016-03-05,2016-04-14,2013-11-25,2016-03-05,NA,NA,NA,2016-03-05,50,90
"489","1588",NA,1,0,0,16,27.5657894736842,1,2,2016-03-27,2016-04-14,2013-12-12,2016-03-27,NA,NA,NA,2016-03-27,72,90
"490","1590",NA,1,0,0,49,26.4473684210526,1,2,2016-02-23,2016-04-14,2013-12-13,2016-02-23,NA,NA,NA,2016-02-23,39,90
"491","1591",NA,0,0,0,9,27.7302631578947,1,2,2016-04-03,2016-04-14,2013-12-14,2016-04-03,NA,NA,NA,2016-04-03,79,90
"492","1593",NA,0,0,0,63,25.7565789473684,1,2,2016-02-09,2016-04-14,2013-12-20,2016-02-09,NA,NA,NA,2016-02-09,25,90
"493","1596",NA,1,0,0,46,26.0526315789474,1,2,2016-02-26,2016-04-14,2013-12-28,2016-02-26,NA,NA,NA,2016-02-26,42,90
"494","1736",NA,1,0,0,55,67.7302631578947,4,2,2016-02-17,2016-04-14,2010-07-01,2016-02-17,NA,NA,NA,2016-02-17,33,90
"495","1741",NA,0,0,0,89,60.5592105263158,3,160,2016-01-16,2016-04-14,2011-01-01,2015-08-09,NA,NA,NA,NA,1,90
"496","1757",NA,0,0,0,89,66.6118421052632,4,6,2016-01-16,2016-04-14,2010-07-01,2016-01-10,NA,NA,NA,NA,1,90
"497","1758",NA,1,0,0,77,67.0065789473684,4,2,2016-01-26,2016-04-14,2010-07-01,2016-01-26,NA,NA,NA,2016-01-26,11,90
"498","1759",NA,0,0,0,89,66.6118421052632,3,326,2016-01-16,2016-04-14,2010-07-01,2015-02-24,NA,NA,NA,NA,1,90
"499","1766",NA,1,0,0,76,66.6118421052632,3,313,2016-01-16,2016-04-01,2010-07-01,2015-03-09,NA,NA,NA,NA,1,77
"500","1773",1,0,0,0,9,66.6118421052632,3,371,2016-01-16,2016-01-25,2010-07-01,2015-01-10,NA,NA,NA,NA,1,10
"501","2001",NA,0,0,0,89,66.6118421052632,4,147,2016-01-16,2016-04-14,2010-07-01,2015-08-22,NA,NA,NA,NA,1,90
"502","2002",NA,1,0,0,89,66.6118421052632,4,160,2016-01-16,2016-04-14,2010-07-01,2015-08-09,NA,NA,NA,NA,1,90
"503","4001",NA,0,0,0,36,26.2171052631579,1,2,2016-03-07,2016-04-14,2014-01-02,2016-03-07,NA,NA,NA,2016-03-07,52,90
"504","4007",NA,0,0,0,8,26.8092105263158,1,2,2016-04-04,2016-04-14,2014-01-12,2016-04-04,NA,NA,NA,2016-04-04,80,90
"505","4010",NA,1,0,0,20,26.0197368421053,1,2,2016-03-23,2016-04-14,2014-01-24,2016-03-23,NA,NA,NA,2016-03-23,68,90
"506","4013",NA,0,0,0,51,24.9342105263158,1,2,2016-02-21,2016-04-14,2014-01-26,2016-02-21,NA,NA,NA,2016-02-21,37,90
"507","4051",NA,0,0,0,55,23.1907894736842,1,2,2016-02-17,2016-04-14,2014-03-16,2016-02-17,NA,NA,NA,2016-02-17,33,90
"508","4079",NA,0,0,0,89,20.5592105263158,1,37,2016-01-16,2016-04-14,2014-05-01,2015-12-10,NA,NA,NA,NA,1,90
"509","8731",NA,0,0,0,89,78.6184210526316,5,144,2016-01-16,2016-04-14,2009-07-01,2015-08-25,NA,NA,NA,NA,1,90
"510","9128",NA,1,0,0,65,54.6052631578947,2,285,2016-01-16,2016-03-21,2011-07-01,2015-04-06,NA,NA,NA,NA,1,66
"511","9201",NA,0,0,0,89,48.5526315789474,2,290,2016-01-16,2016-04-14,2012-01-01,2015-04-01,NA,NA,NA,NA,1,90
"512","9252",NA,1,0,0,76,48.5526315789474,2,281,2016-01-16,2016-04-01,2012-01-01,2015-04-10,NA,NA,NA,NA,1,77
"513","9513",NA,0,0,0,89,78.6184210526316,4,168,2016-01-16,2016-04-14,2009-07-01,2015-08-01,NA,NA,NA,NA,1,90
"514","9580",NA,1,0,0,41,78.6184210526316,4,252,2016-01-16,2016-02-26,2009-07-01,2015-05-09,NA,NA,NA,NA,1,42
"515","9618",NA,1,0,0,9,78.6184210526316,4,296,2016-01-16,2016-01-25,2009-07-01,2015-03-26,NA,NA,NA,NA,1,10
"516","9641",NA,0,0,0,11,81.1842105263158,5,2,2016-04-01,2016-04-14,2009-07-01,2016-04-01,NA,NA,NA,2016-04-01,77,90
"517","9664",NA,1,0,0,20,78.6184210526316,4,319,2016-01-16,2016-02-05,2009-07-01,2015-03-03,NA,NA,NA,NA,1,21
